comments,duration,event,languages,name,published_date,views
147,1372,TED2002,24,Emily Levine: A theory of everything,1239238800,2049904
92,226,TED2009,40,Renny Gleeson: Our antisocial phone tricks,1239353220,1217412
389,1086,TED2009,25,Shai Agassi: A new ecosystem for electric cars,1239584400,1139068
144,1071,TED2003,19,Gregory Stock: To upgrade is human,1239670800,497449
103,387,TED2009,25,JoAnn Kuchera-Morin: Stunning data visualization in the AlloSphere,1239757200,630784
271,985,EG 2008,27,"Tim Ferriss: Smash fear, learn anything",1239795780,2771442
55,288,TED2009,33,Matthew Childs: 9 life lessons from rock climbing,1239930000,739690
113,933,TED2009,22,Margaret Wertheim: The beautiful math of coral,1240189200,1280829
64,1040,TED2002,20,Niels Diffrient: Rethinking the way we sit down,1240298160,554650
33,236,TED2009,32,Erik Hersman: Reporting crisis via texting,1240362000,403555
238,556,TED2009,24,Nate Silver: Does racism affect how you vote?,1240362000,427878
20,671,TED2002,24,Ben Katchor: Comics of bygone New York,1240437060,294396
202,873,TED2009,33,Alex Tabarrok: How ideas trump crises,1240794000,748739
130,1387,TED2004,21,Michael Merzenich: Growing evidence of brain plasticity,1240903980,1237391
112,1260,TED2009,20,Sarah Jones: A one-woman global village,1240966800,1607397
92,1265,TED2007,20,Laurie Garrett: Lessons from the 1918 flu,1241053200,425429
107,209,TED2009,39,Brian Cox: What went wrong at the LHC,1241169960,948459
142,439,TED2009,29,Sean Gourley: The mathematics of war,1241398800,909309
99,888,TED2002,20,Mae Jemison: Teach arts and sciences together,1241485200,744257
80,715,TED2003,21,Tom Shannon: Anti-gravity sculpture,1241554980,1069653
846,464,TED2009,47,Al Gore: What comes after An Inconvenient Truth?,1241658000,775430
277,1080,TED2009,22,Louise Fresco: We need to feed the whole world,1241658000,922158
266,1049,TED2009,32,Seth Godin: The tribes we lead,1241991240,1985679
138,294,TED2009,0,Eric Lewis: Chaos and harmony on piano,1242090000,391427
125,602,TED2009,40,"Hans Rosling: Insights on HIV, in stunning data visuals",1242197400,904813
133,919,TED2009,24,Nandan Nilekani: Ideas for India's future,1242262800,792495
88,236,TED2009,29,Naturally 7: A full-band beatbox,1242349200,1485196
109,954,TED2009,25,Ray Anderson: The business logic of sustainability,1242608400,881842
324,1046,EG 2008,45,Dan Ariely: Are we in control of our own decisions?,1242694800,4934167
354,1003,TED2009,37,Mary Roach: 10 things you didn't know about orgasm,1242781200,22270883
181,209,TED2009,40,Carolyn Porco: Could a Saturn moon harbor life?,1242896460,884578
62,143,TED2009,45,Yves Behar: A supercharged motorcycle design,1242982440,556657
591,358,TED2009,45,Joachim de Posada: Don't eat the marshmallow!,1243213200,2613400
588,274,TED2009,48,Jay Walker: The world's English mania,1243386000,4289903
103,394,TED2009,29,Jonathan Drori: Why we're storing billions of seeds,1243472400,555846
287,889,TED2008,28,"Kaki King: Playing ""Pink Noise"" on guitar",1243558800,1054415
323,1118,TED2009,22,Liz Coleman: A call to reinvent liberal arts education,1243818000,589931
145,527,TED2009,27,Ray Kurzweil: A university for the coming singularity,1243932780,908923
143,894,TED2009,31,Yann Arthus-Bertrand: A wide-angle view of fragile Earth,1243990800,751889
55,1044,TED2004,17,Felix Dennis: Odes to vice and consequences,1244189460,296294
126,230,TED2009,34,Pete Alcorn: The world in 2200,1244422800,493966
172,252,TED2009,33,John La Grou: A plug for smart power outlets,1244509200,606042
69,199,TED2009,38,Kevin Surace: Eco-friendly drywall,1244509200,352169
112,1185,TED2004,22,Nancy Etcoff: Happiness and its surprises,1244595600,1587823
72,714,TED2009,24,Robert Full: Learning from the gecko's tail,1244682000,665959
182,237,TED2009,56,Richard St. John: Success is a continuous journey,1244768400,3661633
642,384,TED2009,29,Diane Benscoter: How cults rewire the brain,1245200400,1076279
110,1135,TED2009,28,"Catherine Mohr: Surgery's past, present and robotic future",1245286800,680984
166,394,TED2009,37,Philip Zimbardo: The psychology of time,1245659700,1580239
42,754,TED2007,26,Katherine Fulton: You are the future of philanthropy,1245891600,437529
60,353,TED2009,32,Ray Zahab: My trek to the South Pole,1245978000,310446
398,178,TED2009,64,Arthur Benjamin: Teach statistics before calculus!,1246265400,2175141
172,245,TED2009,41,Gever Tulley: Life lessons through tinkering,1246323600,1149257
423,1116,TED2009,24,Daniel Libeskind: 17 words of architectural inspiration,1246410000,784642
26,908,TED2007,20,Eames Demetrios: The design genius of Charles + Ray Eames,1246842000,594111
101,386,TED2009,34,Tom Wujec: 3 ways the brain creates meaning,1246928400,1022457
80,357,TED2009,34,Sophal Ear: Escaping the Khmer Rouge,1247014800,501090
144,275,TED2009,33,Kary Mullis: A next-gen cure for killer infections,1247128740,624544
54,576,TED2009,24,Olafur Eliasson: Playing with space and light,1247533200,522578
81,254,TED2009,31,Daniel Kraft: A better way to harvest bone marrow,1247619600,462619
155,392,TED2009,33,Jim Fallon: Exploring the mind of a killer,1247735400,2064604
301,888,TED2009,27,Nina Jablonski: Skin color is an illusion,1247792400,996694
514,1003,TEDGlobal 2009,27,Gordon Brown: Wiring a web for global good,1248138000,811914
471,1011,TEDGlobal 2009,47,"Alain de Botton: A kinder, gentler philosophy of success",1248742800,5790615
85,933,TED2009,20,Golan Levin: Art that looks back at you,1248915600,771144
621,1033,TEDGlobal 2009,27,Elaine Morgan: I believe we evolved from aquatic apes,1249002000,1038576
103,1183,TEDGlobal 2009,21,Willard Wigan: Hold your breath for micro-sculpture,1249261200,640722
752,571,TEDGlobal 2009,32,Michael Pritchard: How to make filthy water drinkable,1249347600,3573198
403,1109,TEDGlobal 2009,25,Paul Romer: Why the world needs charter cities,1249434000,572392
141,1062,TEDGlobal 2009,28,Janine Benyus: Biomimicry in action,1249520400,1118954
210,1083,TEDGlobal 2009,24,Emmanuel Jal: The music of a war child,1249606800,776516
1094,1116,TEDGlobal 2009,44,Dan Pink: The puzzle of motivation,1251075600,18830983
428,609,TEDGlobal 2009,27,Eric Giler: A demo of wireless electricity,1251190740,2088983
123,879,TED2009,24,Natasha Tsakos: A multimedia theatrical adventure,1251421200,389813
99,1028,TEDGlobal 2009,26,"Cary Fowler: One seed at a time, protecting the future of food",1251680400,679728
118,334,TEDGlobal 2009,27,Joshua Silver: Adjustable liquid-filled eyeglasses,1251766800,751452
91,1080,TEDGlobal 2009,19,"Geoff Mulgan: Post-crash, investing in a better world",1251881880,308233
125,279,TEDGlobal 2009,32,Evan Grant: Making sound visible through cymatics,1251968100,811565
60,870,TEDGlobal 2009,20,Steve Truglia: A leap from the edge of space,1252026000,571893
288,1162,TEDGlobal 2009,21,James Balog: Time-lapse proof of extreme ice loss,1252371600,914170
110,1133,TEDGlobal 2009,23,Lewis Pugh: How I swam the North Pole,1252458000,689476
386,1011,TEDGlobal 2009,33,Rebecca Saxe: How we read each other's minds,1252544400,2856240
146,814,TED2006,0,Vishal Vaid: Hypnotic South Asian improv music,1252630800,414396
91,1170,TEDGlobal 2009,32,Misha Glenny: How global crime networks work,1252890000,891314
227,1094,TEDGlobal 2009,29,Bjarke Ingels: 3 warp-speed architecture tales,1253005500,2129938
108,624,TEDGlobal 2009,31,John Lloyd: An inventory of the invisible,1253091600,1159134
328,1128,TED2009,39,Oliver Sacks: What hallucination reveals about our minds,1253149200,4233352
91,237,TEDGlobal 2009,30,"Imogen Heap: ""Wait It Out""",1253235600,883282
96,1191,TEDGlobal 2009,24,Jonathan Zittrain: The Web as random acts of kindness,1253494800,717483
110,713,TEDGlobal 2009,29,Evgeny Morozov: How the Net aids dictatorships,1253612340,430276
292,359,TEDGlobal 2009,44,William Kamkwamba: How I harnessed the wind,1253694060,2161908
171,1052,TEDGlobal 2009,25,Taryn Simon: Photographs of secret sites,1253754000,1581054
185,1133,TEDGlobal 2009,26,Parag Khanna: Mapping the future of countries,1254099600,935859
64,1010,TEDGlobal 2009,22,Tim Brown: Designers -- think big!,1254215400,1340175
311,594,TEDGlobal 2009,30,Karen Armstrong: Let's revive the Golden Rule,1254228360,732390
70,952,TEDGlobal 2009,23,Garik Israelian: How spectroscopy could reveal alien life,1254388860,593547
158,1060,TEDGlobal 2009,29,Stefan Sagmeister: The power of time off,1254445200,2956967
111,940,TEDGlobal 2009,31,Carolyn Steel: How food shapes our cities,1254704400,1014285
1155,1129,TEDGlobal 2009,46,Chimamanda Ngozi Adichie: The danger of a single story,1254877200,13298341
234,990,TEDGlobal 2009,35,Beau Lotto: Optical illusions show how we see,1254992700,5006241
149,267,TEDGlobal 2009,32,"Sam Martin: Claim your ""manspace""",1255077600,739428
57,969,TEDGlobal 2009,20,Eric Sanderson: New York -- before the City,1255334820,1431255
178,297,TED2009,33,"David Hanson: Robots that ""show emotion""",1255395600,906262
286,999,TEDGlobal 2009,32,Rory Sutherland: Life lessons from an ad man,1255482000,2882836
343,890,TEDGlobal 2009,28,Henry Markram: A brain in a supercomputer,1255599420,1180127
184,346,TEDGlobal 2009,33,Julian Treasure: The 4 ways sound affects us,1255683060,1557795
207,1251,TEDGlobal 2009,33,Itay Talgam: Lead like the great conductors,1256086800,2890058
233,285,TEDGlobal 2009,35,Marc Koska: 1.3m reasons to re-invent the syringe,1256203440,629018
112,426,TEDGlobal 2009,29,Ian Goldin: Navigating our global future,1256259600,1072435
270,998,TEDGlobal 2009,25,David Deutsch: A new way to explain explanation,1256546040,938937
156,452,TEDGlobal 2009,28,Rachel Armstrong: Architecture that repairs itself?,1256634180,1095398
259,429,TEDGlobal 2009,35,Becky  Blanton: The year I was homeless,1256718540,1098346
72,1099,TEDGlobal 2009,23,"Marcus du Sautoy: Symmetry, reality's riddle",1256807040,1010292
46,141,TEDGlobal 2009,0,Matthew White: The modern euphonium,1256864400,771962
152,531,TEDGlobal 2009,28,Stefana Broadbent: How the Internet enables intimacy,1257154980,1198897
61,185,TED2009,38,Cameron Sinclair: The refugees of boom-and-bust,1257728400,411183
124,253,TEDGlobal 2009,31,Rachel Pike: The science behind a climate headline,1257843720,470615
75,220,TEDGlobal 2009,36,Edward Burtynsky: Photographing the landscape of oil,1257901200,480142
70,337,TEDGlobal 2009,29,Cynthia Schneider: The surprising spread of Idol TV,1258074000,441609
1329,830,TEDIndia 2009,42,Pranav Mistry: The thrilling potential of SixthSense technology,1258333200,16097077
50,1084,TEDGlobal 2009,19,Mathieu Lehanneur: Science-inspired design,1258450440,431307
55,995,TEDSalon London 2009,20,Fields Wicker-Miurin: Learning from leadership's missing manual,1258535820,956175
477,1106,TEDIndia 2009,31,Devdutt Pattanaik: East vs. West -- the myths that mystify,1258623120,1683308
88,565,TEDGlobal 2009,24,Tom Wujec: Learn to use the 13th-century astrolabe,1258705740,569026
276,950,TEDIndia 2009,36,Hans Rosling: Asia's rise -- how and when,1258938000,1738069
199,1000,TEDGlobal 2009,22,Rob Hopkins: Transition to a world without oil,1259053080,807653
148,703,TEDGlobal 2009,27,Magnus Larsson: Turning dunes into architecture,1259141160,666784
595,1012,TEDIndia 2009,23,Mallika Sarabhai: Dance to change the world,1259197200,481834
402,1073,TEDIndia 2009,23,Shashi Tharoor: Why nations should pursue soft power,1259542800,1437808
193,1030,TEDGlobal 2009,23,Gordon Brown: Global ethic vs. national interest,1259656440,512817
146,986,TEDGlobal 2009,27,Andrea Ghez: The hunt for a supermassive black hole,1259743320,763145
150,1034,TEDIndia 2009,22,Anupam Mishra: The ancient ingenuity of water harvesting,1259802000,833308
39,709,EG 2008,24,Scott Kim: The art of puzzles,1259917500,517779
552,762,TEDIndia 2009,33,Sunitha Krishnan: The fight against sex slavery,1260147600,2543750
69,881,TEDGlobal 2009,19,Rory  Bremner: A one-man world summit,1260196320,1112000
56,1254,EG 2008,23,Marc Pachter: The art of the interview,1260349080,716979
64,1047,TEDIndia 2009,22,Thulasiraj Ravilla: How low-cost eye care can be world-class,1260376200,297107
171,305,TEDGlobal 2009,33,Shereen El Feki: Pop culture in the Arab world,1260518160,483137
97,944,TEDGlobal 2009,28,Loretta Napoleoni: The intricate economics of terrorism,1260773160,639995
96,680,TEDIndia 2009,24,Ryan Lobo: Photographing the hidden story,1260867420,541603
174,266,TEDIndia 2009,38,Alexis Ohanian: How to make a splash in social media,1260888300,2066733
56,998,TEDIndia 2009,25,Charles Anderson: Dragonflies that fly across oceans,1261040760,553253
115,570,TEDGlobal 2009,29,James Geary: Metaphorically speaking,1261064880,819664
140,641,TEDIndia 2009,23,Shaffi Mather: A new way to fight corruption,1261385400,497172
184,594,TEDGlobal 2009,29,Steven  Cowley: Fusion is energy's future,1261471260,706235
168,268,TEDIndia 2009,33,Asher Hasan: My message of peace from Pakistan,1261555680,415223
93,1066,TEDGlobal 2009,26,Bertrand Piccard: My solar-powered adventure,1262333280,778978
380,463,TEDIndia 2009,41,Vilayanur Ramachandran: The neurons that shaped civilization,1262590200,1939385
58,798,TEDGlobal 2009,20,Nick Veasey: Exposing the invisible,1262682780,1780196
42,1038,TEDIndia 2009,23,Romulus Whitaker: The real danger lurking in the water,1262855640,397719
74,1505,TED2009,31,Herbie Hancock: An all-star set,1262933280,652315
93,242,TEDIndia 2009,32,"Kartick Satyanarayan: How we rescued the ""dancing"" bears""",1263196860,415566
277,572,TEDIndia 2009,36,"Kiran Sethi: Kids, take charge",1263286020,1417163
43,174,TEDIndia 2009,48,"Lalitesh Katragadda: Making maps to fight disaster, build economies",1263373860,359942
120,1083,TED2005,20,Charles Fleischer: All things are Moleeds,1263549540,1055904
296,1219,TEDMED 2009,34,David Blaine: How I held my breath for 17 minutes,1263889320,15601385
35,394,TEDIndia 2009,24,Ravin Agrawal: 10 young Indian artists to watch,1263978900,437800
151,1072,TEDMED 2009,33,Anthony Atala: Growing new organs,1264063980,1705132
104,1000,TEDIndia 2009,0,"Sivamani: Rhythm is everything, everywhere",1264148640,556163
111,565,TEDMED 2009,33,Bill Davenhall: Your health depends on where you live,1264411800,761716
472,1194,TEDIndia 2009,27,Eve Ensler: Embrace your inner girl,1264583400,1224278
144,286,TEDIndia 2009,40,Jane Chen: A warm embrace that saves lives,1264669620,702550
238,162,TEDIndia 2009,69,"Derek Sivers: Weird, or just different?",1264755240,2835976
113,1081,TEDIndia 2009,23,Sendhil Mullainathan: Solving social problems with a nudge,1265013840,495585
95,1014,TEDMED 2009,21,Jamie Heywood: The big idea my brother inspired,1265103420,528451
68,976,TEDxBoston 2009,20,George Whitesides: A lab the size of a postage stamp,1265187660,496827
171,1424,TEDMED 2009,23,David Agus: A new strategy in the war on cancer,1265274000,696319
1137,1313,TED2010,49,Jamie Oliver: Teach every child about food,1265902560,7638978
209,465,TED2010,28,Blaise Agüera y Arcas: Augmented-reality maps,1266054840,1718568
250,839,TED2010,29,David Cameron: The next age of government,1266243780,656762
266,1318,TEDMED 2009,33,Aimee Mullins: The opportunity of adversity,1266397320,2054164
948,1669,TED2010,38,Bill Gates: Innovating to zero!,1266454800,4329332
277,1101,TED2010,24,Philip K. Howard: Four ways to fix a broken legal system,1266743700,610454
110,1018,TEDMED 2009,23,Eric Topol: The wireless future of medicine,1266916620,710710
383,1183,TED2010,37,Temple Grandin: The world needs all kinds of minds,1267001040,4375111
68,1103,TEDIndia 2009,30,Pawan Sinha: How brains learn to see,1267087200,840223
189,1075,TED2010,25,Raghava KK: My 5 lives as an artist,1267175460,674090
425,1206,TED2010,38,Daniel Kahneman: The riddle of experience vs. memory,1267434300,3841631
90,1019,TEDIndia 2009,20,"Harsha Bhogle: The rise of cricket, the rise of India",1267491600,567000
112,385,TED2010,24,Gary Flake: Is Pivot a turning point for web exploration?,1267578000,654080
197,1028,TED2010,36,James Cameron: Before Avatar ... a curious boy,1267693800,1890066
216,1008,TED2010,26,"The LXD: In the Internet age, dance evolves ...",1267750800,2797058
90,333,TED2010,33,Tim Berners-Lee: The year open data went worldwide,1268040420,680486
210,266,TED2010,31,Gary Lauder's new traffic sign: Take Turns,1268123940,575346
317,1142,TED2010,31,Dan Barber: How I fell in love with a fish,1268211600,1974007
164,545,TEDMED 2009,33,Eric Mead: The magic of the placebo,1268384460,1022426
556,927,Web 2.0 Expo 2008,0,Gary Vaynerchuk: Do what you love (no excuses!),1268412360,757791
101,1093,TED2010,20,Mark Roth: Suspended animation is within our grasp,1268614800,708408
82,1001,TEDMED 2009,19,Eric Dishman: Take health care off the mainframe,1268730240,384626
1309,1203,TED2010,34,Jane McGonigal: Gaming can make a better world,1268816460,4573252
104,1249,TEDMED 2009,24,Ken Kamler: Medical miracle on Everest,1268894820,719238
73,1274,TEDIndia 2009,26,Shekhar Kapur: We are the stories we tell ourselves,1268987580,733293
3356,1386,TED2010,39,Sam Harris: Science can answer moral questions,1269249180,3433437
76,334,TED2010,31,Juliana Machado Ferreira: The fight to end rare-animal trafficking in Brazil,1269342060,320717
146,266,TED2010,37,Alan Siegel: Let's simplify legal jargon!,1269421740,876649
180,566,TED2010,34,"Robert Gupta: Music is medicine, music is sanity",1269593640,1163387
270,1081,TED2010,26,Kevin Bales: How to combat modern slavery,1269853800,857400
152,983,TEDIndia 2009,32,Shukla Bose: Teaching one child at a time,1269941100,940686
137,201,TED2010,41,"Kirk Citron: And now, the real news",1270087200,684929
422,189,TED2010,65,Derek Sivers: How to start a movement,1270104840,6475731
795,492,TED2010,58,Adora Svitak: What adults can learn from kids,1270142220,4782854
368,1698,DICE Summit 2010,0,Jesse Schell: When games invade real life,1270283520,449161
266,1154,TED2010,32,"Elizabeth Pisani: Sex, drugs and HIV -- let's get rational",1270458960,1222800
140,1172,TEDMED 2009,21,Dean Kamen: The emotion behind invention,1270543260,523422
59,432,TED2010,28,Jonathan Drori: Every pollen grain has a story,1270717020,403708
192,1758,TED2010,22,Natalie Merchant: Singing old poems to life,1270806720,860139
2272,1141,TED2010,31,Michael Specter: The danger of science denial,1271065080,1838628
117,362,TED2010,36,Jonathan Klein: Photos that changed the world,1271151120,1209663
140,373,TED2010,30,Catherine Mohr: The tradeoffs of building green,1271234700,766536
65,748,TED2009,24,Thelma Golden: How art gives shape to cultural change,1271407020,524790
1545,1039,TED2007,36,"James Randi: Homeopathy, quackery and fraud",1271690880,2611707
38,371,TED2010,28,Frederick Balagadde: Bio-lab on a microchip,1271840700,295059
181,411,TED2010,34,"Tom Wujec: Build a tower, build a team",1271926380,3917039
89,367,TED2010,33,Omar Ahmad: Political change with pen and paper,1272011040,538014
150,1418,TEDIndia 2009,23,"Kavita Ramdas: Radical women, embracing tradition",1272272700,473956
278,1198,TED2010,24,Stephen Wolfram: Computing a theory of all knowledge,1272357000,1542898
79,1115,TED2010,22,George Whitesides: Toward a science of simplicity,1272472440,619489
279,359,TED2010,37,"Sebastian Wernicke: Lies, damned lies and statistics (about TEDTalks)",1272617940,2212944
206,1007,TED2010,28,Esther Duflo: Social experiments to fight poverty,1272878340,876307
120,1375,TEDIndia 2009,26,Anil Gupta: India's hidden hotbeds of invention,1273137600,649531
64,297,TED2010,26,"Thomas Dolby: ""Love Is a Loaded Pistol""",1273216740,577356
314,1259,TED2010,31,Nicholas Christakis: The hidden influence of social networks,1273483440,1324929
304,1018,TED2010,24,Nathan Myhrvold: Could this laser zap malaria?,1273568940,851719
233,316,TED2010,41,"Julia Sweeney: It's time for ""The Talk""",1273827600,3362099
585,1202,TED2010,38,William Li: Can we eat to starve cancer?,1274084940,4149065
650,345,TED2010,49,Graham Hill: Why I'm a weekday vegetarian,1274168700,2108816
212,588,TED2010,31,Richard Sears: Planning for the end of oil,1274352780,603657
1234,1008,TED2010,57,Ken Robinson: Bring on the learning revolution!,1274691960,7266316
1502,489,TED2010,32,Sharmeen Obaid-Chinoy: Inside a school for suicide bombers,1274865960,1057238
139,1265,TED2010,25,Seth Berkley: HIV and flu -- the vaccine strategy,1274952720,541076
85,1384,TEDGlobal 2009,0,Sophie Hunger: Songs of secrets and city lights,1275038460,518461
227,922,TED2010,23,John Underkoffler: Pointing to the future of UI,1275381600,1514014
477,790,TED2010,28,"Christopher ""moot"" Poole"": The case for anonymity online",1275467340,1451649
228,989,TEDSalon London 2010,33,Brian Cox: Why we need the explorers,1275557100,1616851
393,1182,TED2010,32,Michael Sandel: The lost art of democratic debate,1275901260,1160672
86,946,TED2010,23,John Kasaona: How poachers became caretakers,1275986880,327406
491,757,TEDSalon London 2010,30,Rory Sutherland: Sweat the small stuff,1276074300,1056987
921,1379,TED2010,27,Stewart Brand + Mark Z. Jacobson: Debate: Does the world need nuclear energy?,1276161900,1294171
149,960,TED2010,30,David Byrne: How architecture helped music evolve,1276247640,1231159
837,1141,TED2010,34,Michael Shermer: The pattern behind self-deception,1276507380,2428958
223,345,TED2010,35,Margaret Gould Stewart: How YouTube thinks about copyright,1276591200,777079
155,967,TEDIndia 2009,31,Ananda Shankar Jayant: Fighting cancer with dance,1276851600,587639
363,1059,TED2010,34,Chip Conley: Measuring what makes life worthwhile,1277108940,2785058
135,988,TED2010,24,Marian Bantjes: Intricate beauty by design,1277198100,629753
147,1138,TEDSalon London 2010,29,Charles Leadbeater: Education innovation in the slums,1277282880,772299
287,541,TEDIndia 2009,43,Aditi Shankardass: A second opinion on developmental disorders,1277369340,957087
138,350,TED2010,32,Hillel Cooperman: Legos for grownups,1277455860,1014201
179,417,TED2010,35,Carter Emmart: A 3D atlas of the universe,1277975100,1678493
254,176,TED2010,48,"Mitchell Joachim: Don't build your home, grow it!",1278063240,1332785
127,1029,TED2010,29,Benoit Mandelbrot: Fractals and the art of roughness,1278408000,1212079
150,307,TED2010,32,Nalini Nadkarni: Life science in prison,1278579120,426610
459,986,TEDGlobal 2010,34,Matt Ridley: When ideas have sex,1279106400,2156157
141,1185,TEDGlobal 2010,26,Ethan Zuckerman: Listening to global voices,1279189320,694714
1217,1185,TEDGlobal 2010,33,Elif Shafak: The politics of fiction,1279262220,1763449
926,1173,TEDGlobal 2010,44,Julian Assange: Why the world needs WikiLeaks,1279533840,2278271
804,1102,TEDGlobal 2010,25,Naif Al-Mutawa: Superheroes inspired by Islam,1279616880,819361
274,1110,TEDGlobal 2010,27,Dimitar Sasselov: How we found hundreds of potential Earth-like planets,1279703400,1123482
581,636,TEDGlobal 2010,34,Tan Le: A headset that reads your brainwaves,1279715760,2468906
113,411,TED2010,28,Kevin Stone: The bio-future of joint replacement,1279809840,486269
959,1448,TEDGlobal 2010,37,Sheena Iyengar: The art of choosing,1280133360,3087856
613,1185,TEDGlobal 2010,28,Laurie Santos: A monkey economy as irrational as ours,1280393220,1236817
173,585,TEDGlobal 2010,31,Lewis Pugh: My mind-shifting Everest swim,1280480100,1029186
169,1169,TEDGlobal 2010,23,Jason Clay: How big brands can help save biodiversity,1281948180,431548
538,1102,TEDGlobal 2010,30,Sheryl WuDunn: Our century's greatest injustice,1282038540,1049847
207,655,TEDGlobal 2010,24,"Peter Molyneux: Meet Milo, the virtual boy",1282119180,734490
99,539,TEDGlobal 2010,25,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,1282206180,799855
287,554,TEDGlobal 2010,34,Maz Jobrani: Did you hear the one about the Iranian-American?,1282206540,4646183
295,722,TEDxBoston 2010,27,Seth Priebatsch: The game layer on top of the world,1282293780,816019
285,1076,TEDGlobal 2010,31,David McCandless: The beauty of data visualization,1282554120,2581998
236,585,TEDGlobal 2010,27,Lee Hotz: Inside an Antarctic time machine,1282639500,592082
137,458,TEDGlobal 2010,37,Dan Cobley: What physics taught me about marketing,1282902540,1373377
396,1009,TEDGlobal 2010,36,Nic Marks: The Happy Planet Index,1283130000,1597719
568,1090,TEDGlobal 2010,25,Johan Rockstrom: Let the environment guide our development,1283244120,924806
215,1523,TEDIndia 2009,29,His Holiness the Karmapa: The technology of the heart,1283330880,800001
582,195,TEDGlobal 2010,58,Derek Sivers: Keep your goals to yourself,1283417220,4657799
175,848,TEDGlobal 2010,28,Rachel Sussman: The world's oldest living things,1283503920,1424250
626,1033,TEDGlobal 2010,43,Sugata Mitra: The child-driven education,1283850660,2528934
70,1011,TEDIndia 2009,22,Alwar Balasubramaniam: Art of substance and absence,1283935080,427590
484,1133,TEDGlobal 2010,31,Chris Anderson: How web video powers global innovation,1284450120,1306536
241,241,TEDGlobal 2010,39,Jessa Gamble: Our natural sleep cycle is nothing like what we do now,1284541440,2244295
60,341,TEDGlobal 2010,33,Caroline Phillips: Hurdy-gurdy for beginners,1284712140,649740
209,534,TEDGlobal 2010,30,Christien Meindertsma: How pig parts make the world turn,1284972180,1157394
359,1065,TEDGlobal 2010,33,Steven Johnson: Where good ideas come from,1285059000,3951683
40,1110,TEDGlobal 2010,21,Mitchell Besser: Mothers helping mothers fight HIV,1285145640,235221
105,556,TEDGlobal 2010,32,Annie Lennox: Why I am an HIV/AIDS activist,1285146180,484254
229,434,TEDGlobal 2010,35,Julian Treasure: Shh! Sound health in 8 steps,1285250100,1147609
411,1165,TEDGlobal 2010,28,Sebastian Seung: I am my connectome,1285663500,942928
68,641,TEDGlobal 2010,26,Inge Missmahl: Bringing peace to the minds of Afghanistan,1285748640,343349
266,545,TEDGlobal 2010,29,Eben Bayer: Are mushrooms the new plastic?,1286182800,1097901
364,1223,TEDGlobal 2010,28,Tim Jackson: An economic reality check,1286270340,899942
505,197,TED2010,55,Stacey Kramer: The best gift I ever survived,1286527740,3450119
954,830,TEDGlobal 2010,30,Stefano Mancuso: The roots of plant intelligence,1286787300,1075196
77,510,TED Senior Fellows at TEDGlobal 2010,27,Peter Haas: Haiti's disaster of engineering,1286960340,317127
148,1080,TEDGlobal 2010,30,Ze Frank: My web playroom,1287132780,1876053
718,1113,TEDGlobal 2010,35,"Jessica Jackley: Poverty, money -- and love",1287394020,1359611
266,914,TEDGlobal 2010,29,Heribert Watzke: The brain in your gut,1287475740,1342475
135,752,TEDGlobal 2010,39,Patrick Chappatte: The power of cartoons,1287650880,759736
63,195,TED2010,34,"David Byrne, Ethel + Thomas Dolby: ""(Nothing But) Flowers"" with string quartet",1287737340,621361
190,1180,TEDIndia 2009,23,R.A. Mashelkar: Breakthrough designs for ultra-low-cost products,1287997620,622593
264,1095,TEDGlobal 2010,25,Joseph Nye: Global power shifts,1288084080,954049
83,923,TEDxTelAviv 2010,24,Shimon Steinberg: Natural pest control ... using bugs!,1288253220,368770
144,671,TEDGlobal 2010,34,Miwa Matreyek: Glorious visions in animation and performance,1288349340,829399
343,988,TEDGlobal 2010,30,Tom Chatfield: 7 ways games reward the brain,1288603020,1021573
834,422,TEDGlobal 2010,36,David Bismark: E-voting without fraud,1288685640,543551
124,1054,TEDGlobal 2010,28,Gero Miesenboeck: Re-engineering the brain,1288824240,611081
226,1159,TED2010,28,Andrew Bird: A one-man orchestra of the imagination,1288967040,1231423
156,1003,TEDGlobal 2010,29,Emily Pilloton: Teaching design for change,1289229480,943245
74,1055,TEDGlobal 2010,24,Stefan Wolff: The path to ending ethnic conflicts,1289314740,307628
850,927,TEDxDU 2010,36,Aaron Huey: America's native prisoners of war,1289401020,1347633
146,1066,TEDGlobal 2010,26,Auret van Heerden: Making global labor fair,1289488560,586814
134,222,TEDGlobal 2010,36,Eric Berlow: Simplifying complexity,1289574540,1154719
579,1039,TEDGlobal 2010,32,Conrad Wolfram: Teaching kids real math with computers,1289833380,1499219
388,933,TED2010,34,Denis Dutton: A Darwinian theory of beauty,1289921040,2012387
52,946,TEDxTelAviv 2010,24,Shimon Schocken: What a bike ride can teach you,1290006420,539950
305,815,TEDGlobal 2010,33,John Hardy: My green school dream,1290092040,960523
140,561,TEDxDU 2010,27,Kim Gorgens: Protecting the brain against concussion,1290437580,452578
187,1066,TEDGlobal 2010,30,"Zainab Salbi: Women, wartime and the dream of peace",1290523500,505716
297,994,TEDGlobal 2010,32,Marcel Dicke: Why not eat insects?,1291215600,1393541
233,731,TEDxRotterdam 2010,31,Bart Weetjens: How I taught rats to sniff out land mines,1291303500,532619
117,529,TEDGlobal 2010,32,Arthur Potts Dawson: A vision for sustainable restaurants,1291391400,833901
