name,lat,lng,city,country,meanviews,numtalks
Robert Waldinger,41.2587459,-95.9383758,Omaha,United States,16601927,1
Robert Wright,38.3505995,-81.6332812,Charleston,United States,663091,2
Robin Morgan,51.4214787,-0.2064027,London,United Kingdom,1004539,1
Robin Murphy,30.6913462,-88.0437509,Mobile,United States,983682,1
Rodney Brooks,-34.9281805,138.5999312,Adelaide,Australia,976857,2
Rodney Mullen,29.6519684,-82.3249846,Gainesville,United States,814297,1
Roger Ebert,40.1117174,-88.207301,Urbana,United States,1104345,1
Roger McNamee,42.6511674,-73.754968,City of Albany,United States,287416,1
Roger Stein,47.3744489,8.5410422,Zurich,Switzerland,904210,1
Romulus Whitaker,40.7127281,-74.0060152,New York,United States,397719,1
Rory  Bremner,55.9533456,-3.1883749,City of Edinburgh,United Kingdom,1112000,1
Rory Stewart,51.5185075,-0.1787546,London,United Kingdom,755810,2
Rory Sutherland,-35.2975906,149.1012676,Canberra,Australia,2103906,3
Rose George,53.7414271,-1.7202003766777243,Kirklees,United Kingdom,1527533,2
Ross Lovegrove,51.4816546,-3.1791934,Cardiff,United Kingdom,1074081,1
Roxane Gay,41.2587459,-95.9383758,Omaha,United States,1453205,1
Ruby Wax,42.0470043,-87.6846053,Evanston,United States,2352202,1
Rupal Patel,18.9733536,72.82810491917377,Mumbai,India,853612,1
Russ Altman,40.6526006,-73.9497211,New York,United States,1587090,1
Ryan Merkley,43.447436,-79.666672,Oakville,Canada,695153,1
Sakena Yacoobi,34.3508273,62.2164003,Herat,Afghanistan,1371548,1
Sally Kohn,40.6022059,-75.4712794,Allentown,United States,1510619,2
Sam Harris,34.0536909,-118.242766,Los Angeles,United States,3012999,2
Sam Kass,41.8755616,-87.6244212,Chicago,United States,1345520,1
Sam Richards,42.3315509,-83.0466403,Detroit,United States,1531265,1
Samantha Power,51.4893335,-0.1440550845276872,London,United Kingdom,456095,1
Sandi Toksvig,55.6867243,12.5700724,Copenhagen,Denmark,799891,1
Sandra Aamodt,37.7790262,-122.419906,San Francisco,United States,4102503,1
Sanford Biggers,34.0536909,-118.242766,Los Angeles,United States,987388,1
Sangu Delle,51.5109995,-0.2055267,London,United Kingdom,1208237,2
Sara Ramirez,23.2035785,-106.4208391,Mazatlán,Mexico,804359,1
Sara Seager,43.6534817,-79.3839347,Old Toronto,Canada,1365646,1
Sarah Jones,51.4893335,-0.1440550845276872,London,United Kingdom,1548378,3
Sarah Kay,40.7127281,-74.0060152,New York,United States,5620915,2
Sarah Parcak,44.8016255,-68.7713289,Bangor,United States,927079,3
Sarah-Jayne Blakemore,52.2055314,0.1186637,Cambridge,United Kingdom,2246203,1
Saul Griffith,-33.8698439,151.2082848,Sydney,Australia,536492,2
Scott Fraser,45.4208777,-75.6901106,(Old) Ottawa,Canada,1050633,1
Scott Kim,40.0149856,-105.270545,Boulder,United States,517779,1
Scott McCloud,42.3554334,-71.060511,Boston,United States,1022333,1
Sean Carroll,39.9527237,-75.1635262,Philadelphia,United States,1549458,1
Sebastian Thrun,51.1721629,7.0845893,Solingen,Germany,2442977,1
Sergey Brin + Larry Page,55.7505412,37.6174782,Moscow,Russia,1451846,1
Seth Berkley,40.7127281,-74.0060152,New York,United States,765580,2
Seth Shostak,38.8769326,-77.0893094,Arlington,United States,832407,1
Sethembile Msezane,-28.94369405,30.47038498243574,Umvoti Local Municipality,South Africa,542088,1
Shah Rukh Khan,28.6138954,77.2090057,New Delhi,India,4642478,1
Shane Koyczan,62.4540807,-114.377385,Yellowknife,Canada,5316753,1
Sharmeen Obaid-Chinoy,24.8546842,67.0207055,Karachi,Pakistan,1057238,1
Shashi Tharoor,51.4893335,-0.1440550845276872,London,United Kingdom,1437808,1
Shawn Achor,31.5491899,-97.1474628,Waco,United States,16209727,1
Sheena Iyengar,43.6534817,-79.3839347,Old Toronto,Canada,2700983,2
Sherry Turkle,40.7127281,-74.0060152,New York,United States,4066376,1
Sherwin Nuland,40.7127281,-74.0060152,New York,United States,924760,2
Sheryl Sandberg,38.8950368,-77.0365427,Washington D.C,United States,4782139,2
Sheryl WuDunn,40.7127281,-74.0060152,New York,United States,1049847,1
Shigeru Ban,35.6840574,139.7744912,Chuo,Japan,1573440,1
Shilo Shiv Suleman,12.9767936,77.590082,Bengaluru,India,576918,1
Shimon Schocken,32.0852997,34.7818064,Tel Aviv-Yafo,Israel,761561,2
Shirin Neshat,36.0156291,49.8398161,دهستان دشتابی غربی,Iran,650274,1
Shonda Rhimes,41.8755616,-87.6244212,Chicago,United States,3148366,1
Shukla Bose,27.0377554,88.263176,Darjeeling,India,940686,1
Siamak Hariri,50.735851,7.10066,Bonn,Germany,1098436,1
Siddhartha Mukherjee,28.6138954,77.2090057,New Delhi,India,1294952,1
Simon Lewis,41.4899827,-71.3137707,Newport,United States,690977,1
Simon Sinek,51.4220721,-0.2052902,London,United Kingdom,20556685,2
Sivamani,13.0836939,80.270186,Chennai,India,556163,1
Sonia Shah,40.7127281,-74.0060152,New York,United States,1118305,1
Sophie Hunger,46.9484742,7.4521749,Bern,Switzerland,518461,1
Spencer Wells,33.9528472,-84.5496148,Marietta,United States,665947,1
Srdja Popovic,44.8178131,20.4568974,Stari Grad Urban Municipality,Serbia,276132,1
Srikumar Rao,18.9733536,72.82810491917377,Mumbai,India,971594,1
Stanley McChrystal,39.345184,-94.921703,Leavenworth,United States,1729539,2
Stefan Wolff,53.5672881,9.941726150411604,Hamburg,Germany,307628,1
Stefon Harris,42.6511674,-73.754968,City of Albany,United States,653303,1
Stephanie Busari,6.4550575,3.3941795,Lagos,Nigeria,1036236,1
Stephen Friend,41.0534302,-73.5387341,Stamford,United States,959404,1
Stephen Hawking,51.7520131,-1.2578499,Oxford,United Kingdom,8655723,1
Stephen Wolfram,51.4893335,-0.1440550845276872,London,United Kingdom,1542898,1
Steve Howard,42.3554334,-71.060511,Boston,United States,1041748,1
Steve Jobs,37.7790262,-122.419906,San Francisco,United States,8744428,1
Steve Silberman,42.4396039,-76.4968019,City of Ithaca,United States,1476377,1
Steve Truglia,51.4893335,-0.1440550845276872,London,United Kingdom,571893,1
Steven  Cowley,52.2055314,0.1186637,Cambridge,United Kingdom,706235,1
Steven Levitt,42.3554334,-71.060511,Boston,United States,1806583,2
Steven Pinker,45.5031824,-73.5698065,Montreal,Canada,1673889,3
Steven Strogatz,41.8006523,-73.1212214,Torrington,United States,642201,1
Stew,34.0536909,-118.242766,Los Angeles,United States,577502,1
Stewart Brand,42.2713945,-89.093966,Rockford,United States,942451,4
Sting,41.2587459,-95.9383758,Omaha,United States,1934877,1
Stuart Brown,41.8755616,-87.6244212,Chicago,United States,1625469,1
Stuart Russell,51.2715316,-0.3414523511290909,Mole Valley,United Kingdom,1085138,1
Sue Austin,52.4796992,-1.9026911,Birmingham,United Kingdom,2052286,1
Sue Desmond-Hellmann,38.2971367,-122.2855293,Napa,United States,929167,1
Sue Klebold,39.9622601,-83.0007065,Columbus,United States,2359347,1
Sugata Mitra,22.5726459,88.3638953,Kolkata,India,2303869,3
Suheir Hammad,31.9515694,35.9239625,Amman,Jordan,599444,1
Suki Kim,37.5666791,126.9782914,Seoul,South Korea,3460338,1
Sunitha Krishnan,12.9767936,77.590082,Bengaluru,India,2543750,1
Susan Blackmore,51.4893335,-0.1440550845276872,London,United Kingdom,735638,1
Susan Lim,2.7188285,101.9404831,Seremban,Malaysia,620231,1
Susan Pinker,45.5031824,-73.5698065,Montreal,Canada,1159426,1
Susan Robinson,41.4996574,-81.6936772,Cleveland,United States,1026708,1
Susan Shaw,22.3150313,114.17205092613688,Kowloon,China,220099,1
Susan Solomon,41.8755616,-87.6244212,Chicago,United States,832831,1
Suzana Herculano-Houzel,-22.9110137,-43.2093727,Rio de Janeiro,Brazil,2454860,1
Suzanne Lee,40.7985464,-81.3749508,Canton,United States,1218882,1
Svante Pääbo,59.3251172,18.0710935,Stockholm,Sweden,1399333,1
Sylvia Earle,39.82410645,-75.27820967980284,Greenwich Township,United States,1139732,1
Sō Percussion,39.1014537,-84.5124602,Cincinnati,United States,767660,1
TED staff,37.4443293,-122.1598465,Palo Alto,United States,741146,1
Taiye Selasi,51.5074456,-0.1277653,City of Westminster,United Kingdom,2141928,1
Takaharu Tezuka,35.6840574,139.7744912,Chuo,Japan,4160772,1
Talithia Williams,39.9622601,-83.0007065,Columbus,United States,1345444,1
Taryn Simon,40.7127281,-74.0060152,New York,United States,1179117,2
Tavi Gevinson,41.8755616,-87.6244212,Chicago,United States,1447603,1
Taylor Mali,40.7127281,-74.0060152,New York,United States,676741,1
Taylor Wilson,33.4254259,-94.0430937,Texarkana,United States,2369507,2
Ted Halstead,41.8755616,-87.6244212,Chicago,United States,1022042,1
Teddy Cruz,14.6424667,-90.5131361,Guatemala City,Guatemala,691538,1
Temple Grandin,42.3554334,-71.060511,Boston,United States,4375111,1
Terry Moore,34.1469416,-118.2478471,Glendale,United States,4760754,2
Thandie Newton,51.4893335,-0.1440550845276872,London,United Kingdom,2462734,1
Theaster Gates,41.8755616,-87.6244212,Chicago,United States,1024661,1
Thelma Golden,40.7135078,-73.8283132,New York,United States,524790,1
Theo Jansen,52.1067449,4.2736937,The Hague,Netherlands,3982352,1
They Might Be Giants,51.4816546,-3.1791934,Cardiff,United Kingdom,362609,1
Thom Mayne,41.5538091,-73.0438362,Waterbury,United States,660909,1
Thomas Barnett,37.5385087,-77.43428,Richmond,United States,1136037,1
Thomas Dolby,51.4893335,-0.1440550845276872,London,United Kingdom,577356,1
Thomas Heatherwick,51.4893335,-0.1440550845276872,London,United Kingdom,1586547,1
Thomas Insel,39.7589478,-84.1916069,Dayton,United States,1188149,1
Thomas P. Campbell,1.357107,103.8194992,Singapore,Singapore,625454,1
Tim Berners-Lee,51.4893335,-0.1440550845276872,London,United Kingdom,1029051,3
Tim Birkhead,53.7974185,-1.5437941,Leeds,United Kingdom,112321,1
Tim Jackson,51.5074456,-0.1277653,City of Westminster,United Kingdom,899942,1
Tim Urban,47.2455013,-122.438329,Tacoma,United States,14745406,1
Titus Kaphar,42.291707,-85.5872286,Kalamazoo,United States,890748,1
Tom Shannon,44.9772995,-93.2654692,Minneapolis,United States,1069653,1
Tom Wujec,49.8955367,-97.1384584,Winnipeg,Canada,1997689,4
Tomás Saraceno,-26.8303703,-65.2038133,San Miguel de Tucumán,Argentina,248411,1
Tony Fadell,42.3315509,-83.0466403,Detroit,United States,2006050,1
Tony Robbins,34.0536909,-118.242766,Los Angeles,United States,20685401,1
Tracy Chevalier,38.8950368,-77.0365427,Washington D.C,United States,1191702,1
Travis Kalanick,34.0536909,-118.242766,Los Angeles,United States,1587546,1
Tristram Stuart,51.5074456,-0.1277653,City of Westminster,United Kingdom,1471114,1
Trita Parsi,31.3230637,48.67932,Ahwaz,Iran,740772,1
Tshering Tobgay,9.2905517,42.1885672,Harar,Ethiopia,1954438,1
Uldus Bakhtiozina,27.7700475,-82.6359078,Saint Petersburg,United States,1464877,1
Uri Alon,30.8124247,34.8594762,Ramat Negev Regional Council,Israel,1013296,1
Van Jones,35.6144446,-88.8177418,Jackson,United States,462012,1
Vanessa Ruiz,18.465299,-66.116666,San Juan,United States,1257468,1
Vijay Kumar,12.9767936,77.590082,Bengaluru,India,2791793,2
Vik Muniz,-23.5506507,-46.6333824,São Paulo,Brazil,1149090,1
Vikram Patel,18.9733536,72.82810491917377,Mumbai,India,933277,1
Viktor Frankl,48.2083537,16.3725042,Vienna,Austria,1028630,1
Vincent Cochetel,47.3900474,0.6889268,Tours,France,1161560,1
Virginia Postrel,34.851354,-82.3984882,Greenville,United States,379382,1
Vusi Mahlasela,-25.7459277,28.1879101,Pretoria,South Africa,474280,2
Wadah Khanfar,32.3561008,35.1709493,Rama,Palestine,922923,1
Wade Davis,49.3311208,-123.159479,West Vancouver,Canada,1758537,2
Wael Ghonim,30.0443879,31.2357257,Cairo,Egypt,1100437,2
Wanuri Kahiu,-1.2832533,36.8172449,Nairobi,Kenya,522917,1
Wendy Freedman,43.6534817,-79.3839347,Old Toronto,Canada,1272185,1
Will Wright,33.7489924,-84.3902644,Atlanta,United States,1107307,1
William Li,53.4794892,-2.2451148,Manchester,United Kingdom,4149065,1
William Ury,41.8755616,-87.6244212,Chicago,United States,1828181,1
Yang Lan,39.9057136,116.3912972,Dongcheng District,China,1776828,1
Yanis Varoufakis,33.9597677,-83.376398,Athens-Clarke County Unified Government,United States,2269380,1
Yann Arthus-Bertrand,48.8588897,2.3200410217200766,Paris,France,751889,1
Yasheng Huang,39.9057136,116.3912972,Dongcheng District,China,992224,1
Yassmin Abdel-Magied,-4.3554206,15.306724334350497,Khartoum,Sudan,1863929,1
Yoruba Richen,40.7127281,-74.0060152,New York,United States,698636,1
Yossi Vardi,32.0852997,34.7818064,Tel Aviv-Yafo,Israel,933311,1
Yves Behar,46.5218269,6.6327025,Lausanne,Switzerland,833239,2
Zainab Salbi,33.3061701,44.3872213,Baghdad,Iraq,505716,1
Zak Ebrahim,40.4416941,-79.9900861,Pittsburgh,United States,4619628,1
Ziyah Gafić,43.8519774,18.3866868,Sarajevo,Bosnia and Herzegovina,1000194,1
Zubaida Bai,13.0836939,80.270186,Chennai,India,801279,1
iO Tillett Wright,40.7127281,-74.0060152,New York,United States,2679698,1
